sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
257,882953.016951666,87401.234540157,87401.234540782,882953.082722541,0.06577024997386616,-795551.815296634
258,882953.084620083,87401.244548816,87401.244549316,882953.091663916,0.00704333302564919,-795551.8435929335
259,882953.09556325,87401.254466851,87401.254467351,882953.102824291,0.007260540965944529,-795551.8447266695
260,882953.104436625,87401.264378261,87401.264378636,882953.111323916,0.006886915973154828,-795551.843501822
261,882953.112547833,87401.272103941,87401.272104316,882953.119333958,0.006785750010749325,-795551.843836767
262,882953.120934666,87401.281406982,87401.281407482,882953.12972375,0.008788584033027291,-795551.843921976
263,882953.131406333,87401.291418391,87401.291418766,882953.139500458,0.008093750075204298,-795551.844034817
264,882953.1412485,87401.303817154,87401.303817529,882953.150475291,0.009226415975717828,-795551.842044554
265,882953.152200208,87401.31244445,87401.312444825,882953.163477041,0.01127645789529197,-795551.845393987
266,882953.165074125,87401.324474716,87401.324475341,882953.17151225,0.0064374999346910045,-795551.8438181591
267,882953.173169,87401.332431894,87401.332432269,882953.17939375,0.006224375072633848,-795551.8438492934
268,882953.180983791,87401.341435687,87401.341436187,882953.187348291,0.006364000044413842,-795551.842730104
269,882953.188897,87401.348050377,87401.348050877,882953.196471666,0.007574165938422084,-795551.844633706
270,882953.198058,87401.358438033,87401.358438533,882953.204492625,0.006434125010855496,-795551.8428370294
271,882953.206229208,87401.364899724,87401.364900099,882953.213124166,0.006894582969835028,-795551.8447767755
