sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
287,881914.859325791,86363.015932539,86363.015932789,881914.865723458,0.006397416989784688,-795551.8465919605
288,881914.866846833,86363.022613214,86363.022613589,881914.872523041,0.0056758329446893185,-795551.8470715355
289,881914.873888666,86363.202786314,86363.202786564,881915.053271875,0.17938295897329226,-795551.7607938315
290,881915.054771833,86363.220767112,86363.220767487,881915.074935125,0.020162916945992038,-795551.8440861795
291,881915.076138958,86363.23293835,86363.23293885,881915.082687958,0.006548500052304007,-795551.846474858
292,881915.084938666,86363.242860364,86363.242860739,881915.092880291,0.007941250078147277,-795551.8460489269
293,881915.093997291,86363.249938659,86363.249939159,881915.101235125,0.00723733393533621,-795551.847677299
294,881915.10275425,86363.25961105,86363.2596113,881915.109918916,0.007164415961597115,-795551.846725408
295,881915.112031791,86363.268955445,86363.268955945,881915.118974458,0.0069421669613802806,-795551.8465474294
296,881915.120346541,86363.276461611,86363.276461861,881915.126884083,0.006537291992572136,-795551.8471535761
297,881915.128230833,86363.28460627,86363.284606645,881915.134960083,0.0067288750724401325,-795551.8469890004
298,881915.136440625,86363.293944415,86363.293944665,881915.143630708,0.007189833035226911,-795551.8460911266
299,881915.144992083,86363.301818201,86363.301818576,881915.152800458,0.007808000053046271,-795551.847077882
